Timestamp,Value
2023-06-02 00:31:50.582,504
2023-06-02 00:31:50.594,504
2023-06-02 00:31:50.602,506
2023-06-02 00:31:50.615,507
2023-06-02 00:31:50.623,507
2023-06-02 00:31:50.635,508
2023-06-02 00:31:50.644,509
2023-06-02 00:31:50.656,509
2023-06-02 00:31:50.664,508
2023-06-02 00:31:50.676,508
2023-06-02 00:31:50.684,509
2023-06-02 00:31:50.697,508
2023-06-02 00:31:50.705,508
2023-06-02 00:31:50.717,507
2023-06-02 00:31:50.725,507
2023-06-02 00:31:50.738,506
2023-06-02 00:31:50.746,507
2023-06-02 00:31:50.758,506
2023-06-02 00:31:50.766,506
2023-06-02 00:31:50.779,506
2023-06-02 00:31:50.791,506
2023-06-02 00:31:50.799,506
2023-06-02 00:31:50.811,506
2023-06-02 00:31:50.820,506
2023-06-02 00:31:50.832,506
2023-06-02 00:31:50.840,506
2023-06-02 00:31:50.852,506
2023-06-02 00:31:50.861,506
2023-06-02 00:31:50.873,506
2023-06-02 00:31:50.881,506
2023-06-02 00:31:50.893,506
2023-06-02 00:31:50.901,506
2023-06-02 00:31:50.914,506
2023-06-02 00:31:50.922,506
2023-06-02 00:31:50.934,506
2023-06-02 00:31:50.942,506
2023-06-02 00:31:50.955,506
2023-06-02 00:31:50.963,506
2023-06-02 00:31:50.975,506
2023-06-02 00:31:50.983,507
2023-06-02 00:31:50.996,507
2023-06-02 00:31:51.004,506
2023-06-02 00:31:51.016,506
2023-06-02 00:31:51.024,507
2023-06-02 00:31:51.037,506
2023-06-02 00:31:51.045,506
2023-06-02 00:31:51.057,506
2023-06-02 00:31:51.065,506
2023-06-02 00:31:51.078,507
2023-06-02 00:31:51.086,508
2023-06-02 00:31:51.098,509
2023-06-02 00:31:51.106,511
2023-06-02 00:31:51.119,513
2023-06-02 00:31:51.127,516
2023-06-02 00:31:51.139,518
2023-06-02 00:31:51.147,520
2023-06-02 00:31:51.160,522
2023-06-02 00:31:51.168,523
2023-06-02 00:31:51.180,523
2023-06-02 00:31:51.188,522
2023-06-02 00:31:51.200,520
2023-06-02 00:31:51.209,519
2023-06-02 00:31:51.221,517
2023-06-02 00:31:51.229,515
2023-06-02 00:31:51.241,512
2023-06-02 00:31:51.250,510
2023-06-02 00:31:51.262,509
2023-06-02 00:31:51.270,507
2023-06-02 00:31:51.282,506
2023-06-02 00:31:51.291,505
2023-06-02 00:31:51.303,505
2023-06-02 00:31:51.311,505
2023-06-02 00:31:51.323,505
2023-06-02 00:31:51.332,505
2023-06-02 00:31:51.344,505
2023-06-02 00:31:51.352,506
2023-06-02 00:31:51.364,506
2023-06-02 00:31:51.373,507
2023-06-02 00:31:51.385,507
2023-06-02 00:31:51.393,508
2023-06-02 00:31:51.405,508
2023-06-02 00:31:51.413,508
2023-06-02 00:31:51.426,509
2023-06-02 00:31:51.434,509
2023-06-02 00:31:51.446,509
2023-06-02 00:31:51.454,509
2023-06-02 00:31:51.467,509
2023-06-02 00:31:51.475,509
2023-06-02 00:31:51.487,509
2023-06-02 00:31:51.499,508
2023-06-02 00:31:51.508,508
2023-06-02 00:31:51.520,508
2023-06-02 00:31:51.528,508
2023-06-02 00:31:51.541,507
2023-06-02 00:31:51.549,506
2023-06-02 00:31:51.561,506
2023-06-02 00:31:51.569,506
2023-06-02 00:31:51.581,505
2023-06-02 00:31:51.590,506
2023-06-02 00:31:51.602,506
2023-06-02 00:31:51.610,506
2023-06-02 00:31:51.622,506
2023-06-02 00:31:51.631,506
2023-06-02 00:31:51.643,506
2023-06-02 00:31:51.651,506
2023-06-02 00:31:51.663,506
2023-06-02 00:31:51.671,506
2023-06-02 00:31:51.684,506
2023-06-02 00:31:51.692,506
2023-06-02 00:31:51.704,507
2023-06-02 00:31:51.712,506
2023-06-02 00:31:51.725,507
2023-06-02 00:31:51.733,507
2023-06-02 00:31:51.745,507
