Timestamp,Value
2024-01-20 17:56:08.139,416
2024-01-20 17:56:08.147,377
2024-01-20 17:56:08.160,356
2024-01-20 17:56:08.168,346
2024-01-20 17:56:08.180,343
2024-01-20 17:56:08.188,340
2024-01-20 17:56:08.201,343
2024-01-20 17:56:08.209,350
2024-01-20 17:56:08.221,355
2024-01-20 17:56:08.229,365
2024-01-20 17:56:08.242,375
2024-01-20 17:56:08.250,382
2024-01-20 17:56:08.262,392
2024-01-20 17:56:08.270,400
2024-01-20 17:56:08.282,407
2024-01-20 17:56:08.291,414
2024-01-20 17:56:08.303,420
2024-01-20 17:56:08.311,426
2024-01-20 17:56:08.323,429
2024-01-20 17:56:08.332,433
2024-01-20 17:56:08.344,434
2024-01-20 17:56:08.352,435
2024-01-20 17:56:08.364,437
2024-01-20 17:56:08.373,438
2024-01-20 17:56:08.385,437
2024-01-20 17:56:08.393,435
2024-01-20 17:56:08.405,430
2024-01-20 17:56:08.414,430
2024-01-20 17:56:08.426,427
2024-01-20 17:56:08.434,422
2024-01-20 17:56:08.446,422
2024-01-20 17:56:08.455,422
2024-01-20 17:56:08.467,418
2024-01-20 17:56:08.475,417
2024-01-20 17:56:08.487,415
2024-01-20 17:56:08.495,414
2024-01-20 17:56:08.508,413
2024-01-20 17:56:08.516,411
2024-01-20 17:56:08.528,412
2024-01-20 17:56:08.536,412
2024-01-20 17:56:08.549,412
2024-01-20 17:56:08.557,412
2024-01-20 17:56:08.569,415
2024-01-20 17:56:08.578,413
2024-01-20 17:56:08.590,416
2024-01-20 17:56:08.598,420
2024-01-20 17:56:08.610,421
2024-01-20 17:56:08.618,420
2024-01-20 17:56:08.631,425
2024-01-20 17:56:08.639,425
2024-01-20 17:56:08.651,427
2024-01-20 17:56:08.659,428
2024-01-20 17:56:08.672,428
2024-01-20 17:56:08.680,428
2024-01-20 17:56:08.692,429
2024-01-20 17:56:08.704,428
2024-01-20 17:56:08.713,430
2024-01-20 17:56:08.725,430
2024-01-20 17:56:08.733,428
2024-01-20 17:56:08.745,429
2024-01-20 17:56:08.754,429
2024-01-20 17:56:08.766,428
2024-01-20 17:56:08.774,429
2024-01-20 17:56:08.786,432
2024-01-20 17:56:08.795,433
2024-01-20 17:56:08.807,441
2024-01-20 17:56:08.815,453
2024-01-20 17:56:08.827,465
2024-01-20 17:56:08.835,485
2024-01-20 17:56:08.848,509
2024-01-20 17:56:08.856,536
2024-01-20 17:56:08.868,566
2024-01-20 17:56:08.876,595
2024-01-20 17:56:08.889,614
2024-01-20 17:56:08.897,637
2024-01-20 17:56:08.909,657
2024-01-20 17:56:08.917,673
2024-01-20 17:56:08.930,684
2024-01-20 17:56:08.938,687
2024-01-20 17:56:08.950,690
2024-01-20 17:56:08.958,685
2024-01-20 17:56:08.971,675
2024-01-20 17:56:08.979,663
2024-01-20 17:56:08.991,649
2024-01-20 17:56:08.999,634
2024-01-20 17:56:09.011,616
2024-01-20 17:56:09.020,598
2024-01-20 17:56:09.032,582
2024-01-20 17:56:09.040,568
2024-01-20 17:56:09.052,562
2024-01-20 17:56:09.061,550
2024-01-20 17:56:09.073,538
2024-01-20 17:56:09.081,524
2024-01-20 17:56:09.093,509
2024-01-20 17:56:09.102,495
2024-01-20 17:56:09.114,483
2024-01-20 17:56:09.122,472
2024-01-20 17:56:09.134,465
2024-01-20 17:56:09.143,459
2024-01-20 17:56:09.155,455
2024-01-20 17:56:09.163,453
2024-01-20 17:56:09.175,456
2024-01-20 17:56:09.184,456
2024-01-20 17:56:09.196,460
2024-01-20 17:56:09.204,464
2024-01-20 17:56:09.216,465
2024-01-20 17:56:09.225,469
2024-01-20 17:56:09.237,473
2024-01-20 17:56:09.245,474
2024-01-20 17:56:09.257,475
2024-01-20 17:56:09.265,476
2024-01-20 17:56:09.278,475
2024-01-20 17:56:09.286,474
2024-01-20 17:56:09.298,472
2024-01-20 17:56:09.306,467
2024-01-20 17:56:09.319,465
2024-01-20 17:56:09.327,463
2024-01-20 17:56:09.339,459
2024-01-20 17:56:09.347,455
2024-01-20 17:56:09.360,449
2024-01-20 17:56:09.368,448
2024-01-20 17:56:09.380,446
2024-01-20 17:56:09.388,443
2024-01-20 17:56:09.401,442
2024-01-20 17:56:09.413,440
2024-01-20 17:56:09.421,436
2024-01-20 17:56:09.433,435
2024-01-20 17:56:09.442,435
2024-01-20 17:56:09.454,434
2024-01-20 17:56:09.462,435
2024-01-20 17:56:09.474,436
2024-01-20 17:56:09.483,434
2024-01-20 17:56:09.495,435
2024-01-20 17:56:09.503,436
2024-01-20 17:56:09.515,436
2024-01-20 17:56:09.524,437
2024-01-20 17:56:09.536,438
2024-01-20 17:56:09.544,435
2024-01-20 17:56:09.556,436
2024-01-20 17:56:09.565,439
2024-01-20 17:56:09.577,438
2024-01-20 17:56:09.585,439
2024-01-20 17:56:09.597,440
2024-01-20 17:56:09.605,437
2024-01-20 17:56:09.618,437
2024-01-20 17:56:09.626,438
2024-01-20 17:56:09.638,438
2024-01-20 17:56:09.646,438
2024-01-20 17:56:09.659,438
2024-01-20 17:56:09.667,438
2024-01-20 17:56:09.679,439
2024-01-20 17:56:09.687,439
2024-01-20 17:56:09.700,439
2024-01-20 17:56:09.708,441
2024-01-20 17:56:09.720,438
2024-01-20 17:56:09.728,438
2024-01-20 17:56:09.741,440
2024-01-20 17:56:09.749,439
2024-01-20 17:56:09.761,438
2024-01-20 17:56:09.769,440
2024-01-20 17:56:09.781,437
2024-01-20 17:56:09.790,436
2024-01-20 17:56:09.802,439
2024-01-20 17:56:09.810,437
2024-01-20 17:56:09.823,437
2024-01-20 17:56:09.831,439
2024-01-20 17:56:09.843,438
