Timestamp
2023-11-13 00:11:24.123
2023-11-13 00:11:26.072
2023-11-13 00:11:27.313
2023-11-13 00:11:28.452
2023-11-13 00:11:29.734
2023-11-13 00:11:30.971
2023-11-13 00:11:32.072
2023-11-13 00:11:33.232
2023-11-13 00:11:34.411
2023-11-13 00:11:35.513
2023-11-13 00:11:36.652
2023-11-13 00:11:37.872
2023-11-13 00:11:39.031
2023-11-13 00:11:40.174
2023-11-13 00:11:41.354
2023-11-13 00:11:42.410
2023-11-13 00:11:43.533
2023-11-13 00:11:44.692
2023-11-13 00:11:45.773
2023-11-13 00:11:47.030
2023-11-13 00:11:48.194
2023-11-13 00:11:49.291
2023-11-13 00:11:50.492
2023-11-13 00:11:51.671
2023-11-13 00:11:52.691
2023-11-13 00:11:53.793
2023-11-13 00:11:55.034
2023-11-13 00:11:56.332
2023-11-13 00:11:57.471
2023-11-13 00:11:58.593
2023-11-13 00:11:59.871
2023-11-13 00:12:01.051
2023-11-13 00:12:02.075
2023-11-13 00:12:03.193
2023-11-13 00:12:04.434
2023-11-13 00:12:05.572
2023-11-13 00:12:06.633
2023-11-13 00:12:07.833
2023-11-13 00:12:09.091
2023-11-13 00:12:10.311
2023-11-13 00:12:11.352
2023-11-13 00:12:12.372
2023-11-13 00:12:13.453
2023-11-13 00:12:14.653
2023-11-13 00:12:15.894
2023-11-13 00:12:17.074
2023-11-13 00:12:18.094
2023-11-13 00:12:19.052
2023-11-13 00:12:19.974
2023-11-13 00:12:21.055
2023-11-13 00:12:22.235
2023-11-13 00:12:23.434
2023-11-13 00:12:24.553
2023-11-13 00:12:25.573
2023-11-13 00:12:26.593
2023-11-13 00:12:27.694
2023-11-13 00:12:28.894
2023-11-13 00:12:30.053
2023-11-13 00:12:31.094
2023-11-13 00:12:32.093
2023-11-13 00:12:33.154
2023-11-13 00:12:34.354
2023-11-13 00:12:35.472
2023-11-13 00:12:36.471
2023-11-13 00:12:37.455
2023-11-13 00:12:38.532
2023-11-13 00:12:39.773
2023-11-13 00:12:40.952
2023-11-13 00:12:41.972
2023-11-13 00:12:43.033
2023-11-13 00:12:44.192
2023-11-13 00:12:45.413
2023-11-13 00:12:46.572
2023-11-13 00:12:47.596
2023-11-13 00:12:48.694
2023-11-13 00:12:49.935
2023-11-13 00:12:51.114
2023-11-13 00:12:52.196
2023-11-13 00:12:53.195
2023-11-13 00:12:54.215
2023-11-13 00:12:55.374
2023-11-13 00:12:56.615
2023-11-13 00:12:57.815
2023-11-13 00:12:58.896
2023-11-13 00:12:59.896
2023-11-13 00:13:00.994
2023-11-13 00:13:02.173
2023-11-13 00:13:03.394
2023-11-13 00:13:04.536
2023-11-13 00:13:05.556
2023-11-13 00:13:06.494
2023-11-13 00:13:07.494
2023-11-13 00:13:08.653
2023-11-13 00:13:09.914
2023-11-13 00:13:11.073
2023-11-13 00:13:12.114
2023-11-13 00:13:13.175
2023-11-13 00:13:14.416
2023-11-13 00:13:15.636
2023-11-13 00:13:16.754
2023-11-13 00:13:17.795
2023-11-13 00:13:18.933
2023-11-13 00:13:20.133
2023-11-13 00:13:21.174
2023-11-13 00:13:22.255
2023-11-13 00:13:23.476
2023-11-13 00:13:24.696
2023-11-13 00:13:25.757
2023-11-13 00:13:26.777
2023-11-13 00:13:27.957
2023-11-13 00:13:29.177
2023-11-13 00:13:30.213
2023-11-13 00:13:31.274
2023-11-13 00:13:32.454
2023-11-13 00:13:33.674
2023-11-13 00:13:34.833
2023-11-13 00:13:35.874
2023-11-13 00:13:36.894
2023-11-13 00:13:38.016
2023-11-13 00:13:39.257
2023-11-13 00:13:40.535
2023-11-13 00:13:41.657
2023-11-13 00:13:42.657
2023-11-13 00:13:43.636
2023-11-13 00:13:44.754
2023-11-13 00:13:46.056
2023-11-13 00:13:47.297
2023-11-13 00:13:48.497
2023-11-13 00:13:49.636
2023-11-13 00:13:50.738
2023-11-13 00:13:51.737
2023-11-13 00:13:52.675
2023-11-13 00:13:53.576
2023-11-13 00:13:54.596
2023-11-13 00:13:55.817
2023-11-13 00:13:57.058
2023-11-13 00:13:58.274
2023-11-13 00:13:59.437
2023-11-13 00:14:00.535
2023-11-13 00:14:01.534
2023-11-13 00:14:02.456
2023-11-13 00:14:03.377
2023-11-13 00:14:04.455
2023-11-13 00:14:05.737
2023-11-13 00:14:06.994
2023-11-13 00:14:08.215
2023-11-13 00:14:09.378
2023-11-13 00:14:10.476
2023-11-13 00:14:11.454
2023-11-13 00:14:12.376
2023-11-13 00:14:13.277
2023-11-13 00:14:14.354
2023-11-13 00:14:15.616
2023-11-13 00:14:16.836
2023-11-13 00:14:18.016
2023-11-13 00:14:19.155
2023-11-13 00:14:20.236
2023-11-13 00:14:21.235
2023-11-13 00:14:22.136
2023-11-13 00:14:23.017
2023-11-13 00:14:23.975
2023-11-13 00:14:25.315
2023-11-13 00:14:26.576
2023-11-13 00:14:27.858
2023-11-13 00:14:29.075
2023-11-13 00:14:30.218
2023-11-13 00:14:31.217
2023-11-13 00:14:32.175
2023-11-13 00:14:33.158
2023-11-13 00:14:34.317
